歌单名称,播放量,歌单链接,用户名称,用户链接
【电子】自由灵魂与未来声音,7230万,https://music.163.com/#/playlist?id=144236857,TheFreeLanders,https://music.163.com/#/user/home?id=109306292
2023情侣一起必听的歌（更新快）,4787万,https://music.163.com/#/playlist?id=7560504410,人有相思寄明月z,https://music.163.com/#/user/home?id=3880144703
流行DJ-嗨到爆,3241万,https://music.163.com/#/playlist?id=2978498830,辰溪_Dvva,https://music.163.com/#/user/home?id=1936011236
蹦迪.打碟.DJ.嗨翻全场种子选手,2701万,https://music.163.com/#/playlist?id=2813240466,Narutoi_,https://music.163.com/#/user/home?id=577545178
2023耳朵怀孕系列总结（持续更新ing）,2552万,https://music.163.com/#/playlist?id=7559644677,人有相思寄明月z,https://music.163.com/#/user/home?id=3880144703
超甜！‖“玫瑰肆意生长 爱意永不褪消:)”,2388万,https://music.163.com/#/playlist?id=2936945004,奈奈yay,https://music.163.com/#/user/home?id=1794319211
中文说唱丨宝藏系列,2113万,https://music.163.com/#/playlist?id=3119596483,Top嘉熙,https://music.163.com/#/user/home?id=421419695
我的眼泪你的战利品（0.7x降调精选）,2099万,https://music.163.com/#/playlist?id=5479512328,伤感收留所,https://music.163.com/#/user/home?id=2095981863
emo天花板歌曲系列,2093万,https://music.163.com/#/playlist?id=7034606254,长虹落日_,https://music.163.com/#/user/home?id=5163077765
00后动画片主题曲回忆杀（持续更新）,2031万,https://music.163.com/#/playlist?id=2738888500,-胡图道理-,https://music.163.com/#/user/home?id=1551082163
2023网易云热歌~百首超级好听的音乐,1732万,https://music.163.com/#/playlist?id=7328597616,龙楠林,https://music.163.com/#/user/home?id=531931703
一起蹦迪吗？扭断脖子那种！,1714万,https://music.163.com/#/playlist?id=2650889272,隔壁老杨OvO,https://music.163.com/#/user/home?id=1420942868
回忆00后看过的经典动画片歌曲,1664万,https://music.163.com/#/playlist?id=2491191603,李天使耶,https://music.163.com/#/user/home?id=1374327736
2023设置为单曲循环的歌（好听不厌）,1605万,https://music.163.com/#/playlist?id=7340286461,人有相思寄明月z,https://music.163.com/#/user/home?id=3880144703
屠魔的少年终究成魔,1371万,https://music.163.com/#/playlist?id=2650756730,北辰_aj4N,https://music.163.com/#/user/home?id=1605293816
2023超级火的歌曲推荐（持续更新ing）,1158万,https://music.163.com/#/playlist?id=7559862202,人有相思寄明月z,https://music.163.com/#/user/home?id=3880144703
百万评论热歌全集丨时实更新中,1150万,https://music.163.com/#/playlist?id=3231649721,宇杭_歌单文案分享看主页,https://music.163.com/#/user/home?id=1312972795
2023网易云最好听的流行歌曲（持更）,1147万,https://music.163.com/#/playlist?id=7585790283,感情不是这样,https://music.163.com/#/user/home?id=7965535615
那些绝不会忘记的国漫主题曲,1053万,https://music.163.com/#/playlist?id=2009692921,绵羊君-哼,https://music.163.com/#/user/home?id=434765033
让你耳朵怀孕的「低音炮」男声~,975万,https://music.163.com/#/playlist?id=4894234562,ddzhyyy,https://music.163.com/#/user/home?id=1839242135
[中文旋律说唱]诗人般的饶舌说唱艺术rap,883万,https://music.163.com/#/playlist?id=832595290,肆夏无人,https://music.163.com/#/user/home?id=341922132
2023小众歌曲推荐（持续更新ing）,878万,https://music.163.com/#/playlist?id=7559815160,人有相思寄明月z,https://music.163.com/#/user/home?id=3880144703
2023帮你整理好听的歌（宝藏推荐）,877万,https://music.163.com/#/playlist?id=7339376638,总是想念别伤心,https://music.163.com/#/user/home?id=1897070549
长板少女 ʚ dancing ɞ,870万,https://music.163.com/#/playlist?id=938269849,甜味小草莓,https://music.163.com/#/user/home?id=475884496
2023爆火网络歌曲大全（持续更新ing）,834万,https://music.163.com/#/playlist?id=7559630691,人有相思寄明月z,https://music.163.com/#/user/home?id=3880144703
锦零/程嘉敏/阮豆/秋仁/西二/大柯/王舒,816万,https://music.163.com/#/playlist?id=930938078,司倦,https://music.163.com/#/user/home?id=511572524
0.8x [把浪漫的歌慢放就是极致浪漫],798万,https://music.163.com/#/playlist?id=7457709746,CAI0802,https://music.163.com/#/user/home?id=3318324463
大赦天下 条子 蹦迪抖腿,745万,https://music.163.com/#/playlist?id=5314705990,EA7重口味,https://music.163.com/#/user/home?id=626791273
【国产】动画片主题曲,737万,https://music.163.com/#/playlist?id=144445741,轻装qusv,https://music.163.com/#/user/home?id=110811189
有空的话 去吹吹海风吧,721万,https://music.163.com/#/playlist?id=5426442425,我终将落俗但温柔不死,https://music.163.com/#/user/home?id=1346076503
向着风 拥抱彩虹，勇敢的向前走♥,708万,https://music.163.com/#/playlist?id=2913393435,奶气love,https://music.163.com/#/user/home?id=1843473961
”不被定义的歌单“,686万,https://music.163.com/#/playlist?id=3239052319,做个潇洒的小孩啊,https://music.163.com/#/user/home?id=1362287814
高能硬曲➕亿点点压迫感,680万,https://music.163.com/#/playlist?id=4880337542,小只煊煊,https://music.163.com/#/user/home?id=2023247418
全球1000首热歌推荐(❤ ω ❤) 暂退,658万,https://music.163.com/#/playlist?id=3225485175,夲夲夲,https://music.163.com/#/user/home?id=1416351427
越自律越自由丨刷题防困BGM,653万,https://music.163.com/#/playlist?id=2469419251,F0rY-,https://music.163.com/#/user/home?id=1601817538
这些华语单曲竟然评论过十万，你敢相信？,634万,https://music.163.com/#/playlist?id=2193426092,玩笑哥和糊涂蛋,https://music.163.com/#/user/home?id=105174683
[温柔翻唱合集],629万,https://music.163.com/#/playlist?id=5288666707,Cikcai,https://music.163.com/#/user/home?id=3720395114
享受說唱flow狂轟亂炸,624万,https://music.163.com/#/playlist?id=2961160477,门三爱吃馕包肉,https://music.163.com/#/user/home?id=307481861
靠缘分才能听到的。火影不一样,624万,https://music.163.com/#/playlist?id=2708908414,蛋疼真,https://music.163.com/#/user/home?id=1736284442
精选翻唱｜温柔翻唱融化你的心,561万,https://music.163.com/#/playlist?id=2925256126,落泪的大猫,https://music.163.com/#/user/home?id=1551752105
好听到爆的歌单[持续更新],556万,https://music.163.com/#/playlist?id=2429913314,巴啦啦能量啊_,https://music.163.com/#/user/home?id=1467482390
那些超级好听系列个人向,531万,https://music.163.com/#/playlist?id=3022863179,Comrade-XiaoBin,https://music.163.com/#/user/home?id=605897572
马思唯/沙一汀EL/Capper/Tizzy T./姜云升,516万,https://music.163.com/#/playlist?id=6899283414,_彤彤睡了吗,https://music.163.com/#/user/home?id=1421630257
写作业学习歌单（高考冲刺版）,506万,https://music.163.com/#/playlist?id=6768276315,孟琦爱吃辣,https://music.163.com/#/user/home?id=581839272
你不主动 那就顺其自然.,505万,https://music.163.com/#/playlist?id=7417871494,Hello妞妞哇,https://music.163.com/#/user/home?id=2130316511
雾起爱意消失.,494万,https://music.163.com/#/playlist?id=5243452067,晩堸,https://music.163.com/#/user/home?id=1550540454
